GO.ID,GO_full_name
GO:0016656,monodehydroascorbate reductase (NADH) activity
GO:0043903,"regulation of symbiosis, encompassing mutualism through parasitism"
GO:0005753,mitochondrial proton-transporting ATP synthase complex
GO:0006754,ATP biosynthetic process
GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)"
GO:0000276,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
GO:0006882,cellular zinc ion homeostasis
GO:0055062,phosphate ion homeostasis
GO:0051592,response to calcium ion
GO:0006793,phosphorus metabolic process
GO:0008285,negative regulation of cell population proliferation
GO:0009415,response to water
GO:0009961,response to 1-aminocyclopropane-1-carboxylic acid
GO:0071669,plant-type cell wall organization or biogenesis
GO:0031397,negative regulation of protein ubiquitination
GO:0055105,ubiquitin-protein transferase inhibitor activity
GO:0045337,farnesyl diphosphate biosynthetic process
GO:0004337,geranyltranstransferase activity
GO:0033384,geranyl diphosphate biosynthetic process
GO:0004161,dimethylallyltranstransferase activity
GO:0008203,cholesterol metabolic process
GO:0006695,cholesterol biosynthetic process
GO:0010025,wax biosynthetic process
GO:1900490,positive regulation of hydroxymethylglutaryl-CoA reductase (NADPH) activity
GO:0030976,thiamine pyrophosphate binding
GO:0004737,pyruvate decarboxylase activity
GO:0016281,eukaryotic translation initiation factor 4F complex
GO:0046833,positive regulation of RNA export from nucleus
GO:0007019,microtubule depolymerization
GO:0000070,mitotic sister chromatid segregation
GO:1990023,mitotic spindle midzone
GO:0061673,mitotic spindle astral microtubule
GO:0005388,"calcium transmembrane transporter activity, phosphorylative mechanism"
GO:0071421,manganese ion transmembrane transport
GO:0015410,"manganese transmembrane transporter activity, phosphorylative mechanism"
GO:0010205,photoinhibition
GO:0005227,calcium activated cation channel activity
GO:0008104,protein localization
GO:0008106,alcohol dehydrogenase (NADP+) activity
GO:0004032,alditol:NADP+ 1-oxidoreductase activity
GO:0016621,cinnamoyl-CoA reductase activity
GO:0009699,phenylpropanoid biosynthetic process
GO:0090114,COPII-coated vesicle budding
GO:0030127,COPII vesicle coat
GO:0016236,macroautophagy
GO:0090110,COPII-coated vesicle cargo loading
GO:0003400,regulation of COPII vesicle coating
GO:0070971,endoplasmic reticulum exit site
GO:0010109,regulation of photosynthesis
GO:0051776,detection of redox state
GO:0015986,ATP synthesis coupled proton transport
GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism"
GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)"
GO:0009544,chloroplast ATP synthase complex
GO:0009772,photosynthetic electron transport in photosystem II
GO:0000275,"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)"
GO:0008810,cellulase activity
GO:0000272,polysaccharide catabolic process
GO:0030245,cellulose catabolic process
GO:0000062,fatty-acyl-CoA binding
GO:0015908,fatty acid transport
GO:0003689,DNA clamp loader activity
GO:0005663,DNA replication factor C complex
GO:0055073,cadmium ion homeostasis
GO:0071585,detoxification of cadmium ion
GO:0019216,regulation of lipid metabolic process
GO:0043207,response to external biotic stimulus
GO:0098542,defense response to other organism
GO:0061408,positive regulation of transcription from RNA polymerase II promoter in response to heat stress
GO:0000978,RNA polymerase II proximal promoter sequence-specific DNA binding
GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress
GO:0046618,drug export
GO:0016813,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines"
GO:0004848,ureidoglycolate hydrolase activity
GO:0012511,monolayer-surrounded lipid storage body
GO:1901001,negative regulation of response to salt stress
GO:0000250,lanosterol synthase activity
GO:0042300,beta-amyrin synthase activity
GO:0016104,triterpenoid biosynthetic process
GO:0046500,S-adenosylmethionine metabolic process
GO:0046655,folic acid metabolic process
GO:0004372,glycine hydroxymethyltransferase activity
GO:0044030,regulation of DNA methylation
GO:0016597,amino acid binding
GO:0055063,sulfate ion homeostasis
GO:0019264,glycine biosynthetic process from serine
GO:0006544,glycine metabolic process
GO:0006565,L-serine catabolic process
GO:1904482,cellular response to tetrahydrofolate
GO:0070905,serine binding
GO:0050291,sphingosine N-acyltransferase activity
GO:0046513,ceramide biosynthetic process
GO:0016410,N-acyltransferase activity
GO:2000762,regulation of phenylpropanoid metabolic process
GO:0009698,phenylpropanoid metabolic process
GO:0031428,box C/D snoRNP complex
GO:0030515,snoRNA binding
GO:0046656,folic acid biosynthetic process
GO:0006541,glutamine metabolic process
GO:0008153,para-aminobenzoic acid biosynthetic process
GO:0046820,4-amino-4-deoxychorismate synthase activity
GO:0046417,chorismate metabolic process
GO:0046685,response to arsenic-containing substance
GO:0080170,hydrogen peroxide transmembrane transport
GO:0015105,arsenite transmembrane transporter activity
GO:0015700,arsenite transport
GO:0071586,CAAX-box protein processing
GO:0080120,CAAX-box protein maturation
GO:0009704,de-etiolation
GO:0005848,mRNA cleavage stimulating factor complex
GO:0015185,gamma-aminobutyric acid transmembrane transporter activity
GO:0015812,gamma-aminobutyric acid transport
GO:0006446,regulation of translational initiation
GO:0009927,histidine phosphotransfer kinase activity
GO:0006098,pentose-phosphate shunt
GO:0004751,ribose-5-phosphate isomerase activity
GO:0009052,"pentose-phosphate shunt, non-oxidative branch"
GO:0006801,superoxide metabolic process
GO:0016209,antioxidant activity
GO:0004784,superoxide dismutase activity
GO:0071457,cellular response to ozone
GO:0071484,cellular response to light intensity
GO:0071486,cellular response to high light intensity
GO:0019430,removal of superoxide radicals
GO:0016532,superoxide dismutase copper chaperone activity
GO:0070084,protein initiator methionine removal
GO:0031365,N-terminal protein amino acid modification
GO:0004177,aminopeptidase activity
GO:0008235,metalloexopeptidase activity
GO:0070006,metalloaminopeptidase activity
GO:0016279,protein-lysine N-methyltransferase activity
GO:0018026,peptidyl-lysine monomethylation
GO:0048579,"negative regulation of long-day photoperiodism, flowering"
GO:0010452,histone H3-K36 methylation
GO:1903507,negative regulation of nucleic acid-templated transcription
GO:0051726,regulation of cell cycle
GO:0032153,cell division site
GO:0005315,inorganic phosphate transmembrane transporter activity
GO:1901683,arsenate ion transmembrane transporter activity
GO:1901684,arsenate ion transmembrane transport
GO:0034440,lipid oxidation
GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"
GO:1990136,linoleate 9S-lipoxygenase activity
GO:0042973,"glucan endo-1,3-beta-D-glucosidase activity"
GO:0002215,defense response to nematode
GO:0003881,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity
GO:0016780,"phosphotransferase activity, for other substituted phosphate groups"
GO:0006661,phosphatidylinositol biosynthetic process
GO:0032875,regulation of DNA endoreduplication
GO:0045839,negative regulation of mitotic nuclear division
GO:0006469,negative regulation of protein kinase activity
GO:0044237,cellular metabolic process
GO:0017102,methionyl glutamyl tRNA synthetase complex
GO:0017101,aminoacyl-tRNA synthetase multienzyme complex
GO:0000028,ribosomal small subunit assembly
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0048027,mRNA 5'-UTR binding
GO:0070181,small ribosomal subunit rRNA binding
GO:0072334,UDP-galactose transmembrane transport
GO:0005459,UDP-galactose transmembrane transporter activity
GO:0015780,nucleotide-sugar transmembrane transport
GO:0015248,sterol transporter activity
GO:0005086,ARF guanyl-nucleotide exchange factor activity
GO:0032012,regulation of ARF protein signal transduction
GO:0043001,Golgi to plasma membrane protein transport
GO:0000036,acyl carrier activity
GO:0035196,production of miRNAs involved in gene silencing by miRNA
GO:0043486,histone exchange
GO:0035250,UDP-galactosyltransferase activity
GO:0046509,"1,2-diacylglycerol 3-beta-galactosyltransferase activity"
GO:0019374,galactolipid metabolic process
GO:0004596,peptide alpha-N-acetyltransferase activity
GO:0017196,N-terminal peptidyl-methionine acetylation
GO:0031417,NatC complex
GO:0090709,regulation of timing of plant organ formation
GO:0016117,carotenoid biosynthetic process
GO:0033386,geranylgeranyl diphosphate biosynthetic process
GO:0048766,root hair initiation
GO:0009926,auxin polar transport
GO:0048767,root hair elongation
GO:0009986,cell surface
GO:0008146,sulfotransferase activity
GO:0003727,single-stranded RNA binding
GO:0006048,UDP-N-acetylglucosamine biosynthetic process
GO:0070569,uridylyltransferase activity
GO:0003983,UTP:glucose-1-phosphate uridylyltransferase activity
GO:0003977,UDP-N-acetylglucosamine diphosphorylase activity
GO:0052630,UDP-N-acetylgalactosamine diphosphorylase activity
GO:0006011,UDP-glucose metabolic process
GO:0006047,UDP-N-acetylglucosamine metabolic process
GO:0019276,UDP-N-acetylgalactosamine metabolic process
GO:0000902,cell morphogenesis
GO:0030036,actin cytoskeleton organization
GO:0000340,RNA 7-methylguanosine cap binding
GO:0051865,protein autoubiquitination
GO:0009682,induced systemic resistance
GO:0010439,regulation of glucosinolate biosynthetic process
GO:0031930,mitochondria-nucleus signaling pathway
GO:0009867,jasmonic acid mediated signaling pathway
GO:0009819,drought recovery
GO:0010438,cellular response to sulfur starvation
GO:1905255,regulation of RNA binding transcription factor activity
GO:0080025,"phosphatidylinositol-3,5-bisphosphate binding"
GO:0006497,protein lipidation
GO:0034497,protein localization to phagophore assembly site
GO:0000422,autophagy of mitochondrion
GO:0034045,phagophore assembly site membrane
GO:0019898,extrinsic component of membrane
GO:0006914,autophagy
GO:0000045,autophagosome assembly
GO:0010508,positive regulation of autophagy
GO:0032266,phosphatidylinositol-3-phosphate binding
GO:0044804,autophagy of nucleus
GO:0070417,cellular response to cold
GO:0009638,phototropism
GO:0009785,blue light signaling pathway
GO:0036065,fucosylation
GO:0008107,galactoside 2-alpha-L-fucosyltransferase activity
GO:0009969,xyloglucan biosynthetic process
GO:0008417,fucosyltransferase activity
GO:0042218,1-aminocyclopropane-1-carboxylate biosynthetic process
GO:0016847,1-aminocyclopropane-1-carboxylate synthase activity
GO:0009835,fruit ripening
GO:0009750,response to fructose
GO:0009051,"pentose-phosphate shunt, oxidative branch"
GO:0004616,phosphogluconate dehydrogenase (decarboxylating) activity
GO:0019521,D-gluconate metabolic process
GO:0008114,phosphogluconate 2-dehydrogenase activity
GO:0046177,D-gluconate catabolic process
GO:0006032,chitin catabolic process
GO:0004568,chitinase activity
GO:0016998,cell wall macromolecule catabolic process
GO:0070897,transcription preinitiation complex assembly
GO:0000979,RNA polymerase II core promoter sequence-specific DNA binding
GO:0097550,transcriptional preinitiation complex
GO:0006352,"DNA-templated transcription, initiation"
GO:0001139,RNA polymerase II complex recruiting activity
GO:0001174,transcriptional start site selection at RNA polymerase II promoter
GO:0008253,5'-nucleotidase activity
GO:0006626,protein targeting to mitochondrion
GO:0045041,protein import into mitochondrial intermembrane space
GO:0005758,mitochondrial intermembrane space
GO:0022417,protein maturation by protein folding
GO:0004013,adenosylhomocysteinase activity
GO:0033353,S-adenosylmethionine cycle
GO:0019510,S-adenosylhomocysteine catabolic process
GO:0047196,long-chain-alcohol O-fatty-acyltransferase activity
GO:0045017,glycerolipid biosynthetic process
GO:0032482,Rab protein signal transduction
GO:0012505,endomembrane system
GO:0019500,cyanide catabolic process
GO:0080061,indole-3-acetonitrile nitrilase activity
GO:0009684,indoleacetic acid biosynthetic process
GO:0080109,indole-3-acetonitrile nitrile hydratase activity
GO:0000257,nitrilase activity
GO:0006807,nitrogen compound metabolic process
GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
GO:0019499,cyanide metabolic process
GO:0018822,nitrile hydratase activity
GO:0051410,detoxification of nitrogen compound
GO:0010207,photosystem II assembly
GO:0019752,carboxylic acid metabolic process
GO:0016615,malate dehydrogenase activity
GO:0030060,L-malate dehydrogenase activity
GO:0006108,malate metabolic process
GO:0006107,oxaloacetate metabolic process
GO:0006734,NADH metabolic process
GO:0000790,nuclear chromatin
GO:0016573,histone acetylation
GO:0004402,histone acetyltransferase activity
GO:0000123,histone acetyltransferase complex
GO:1901475,pyruvate transmembrane transport
GO:0006848,pyruvate transport
GO:0017004,cytochrome complex assembly
GO:0015232,heme transporter activity
GO:0015886,heme transport
GO:0001653,peptide receptor activity
GO:0004383,guanylate cyclase activity
GO:0006182,cGMP biosynthetic process
GO:0071944,cell periphery
GO:0004057,arginyltransferase activity
GO:0016598,protein arginylation
GO:0050994,regulation of lipid catabolic process
GO:0006557,S-adenosylmethioninamine biosynthetic process
GO:0006596,polyamine biosynthetic process
GO:0004014,adenosylmethionine decarboxylase activity
GO:0006597,spermine biosynthetic process
GO:0008295,spermidine biosynthetic process
GO:0019079,viral genome replication
GO:0006605,protein targeting
GO:0017038,protein import
GO:0015462,ATPase-coupled protein transmembrane transporter activity
GO:0071806,protein transmembrane transport
GO:0015450,P-P-bond-hydrolysis-driven protein transmembrane transporter activity
GO:0016464,chloroplast protein-transporting ATPase activity
GO:0010628,positive regulation of gene expression
GO:0047746,chlorophyllase activity
GO:0102293,pheophytinase b activity
GO:0048578,"positive regulation of long-day photoperiodism, flowering"
GO:0015301,anion:anion antiporter activity
GO:0008271,secondary active sulfate transmembrane transporter activity
GO:0015116,sulfate transmembrane transporter activity
GO:1902358,sulfate transmembrane transport
GO:0008897,holo-[acyl-carrier-protein] synthase activity
GO:0019878,lysine biosynthetic process via aminoadipic acid
GO:0016999,antibiotic metabolic process
GO:0004314,[acyl-carrier-protein] S-malonyltransferase activity
GO:0031177,phosphopantetheine binding
GO:0015833,peptide transport
GO:0018215,protein phosphopantetheinylation
GO:0061077,chaperone-mediated protein folding
GO:0034337,RNA folding
GO:0071014,post-mRNA release spliceosomal complex
GO:0000974,Prp19 complex
GO:0000245,spliceosomal complex assembly
GO:0071007,U2-type catalytic step 2 spliceosome
GO:0045168,cell-cell signaling involved in cell fate commitment
GO:0033591,response to L-ascorbic acid
GO:0009805,coumarin biosynthetic process
GO:0010421,hydrogen peroxide-mediated programmed cell death
GO:1990641,response to iron ion starvation
GO:0007000,nucleolus organization
GO:0000280,nuclear division
GO:0051211,anisotropic cell growth
GO:0000911,cytokinesis by cell plate formation
GO:0048487,beta-tubulin binding
GO:0072321,chaperone-mediated protein transport
GO:0018344,protein geranylgeranylation
GO:0007264,small GTPase mediated signal transduction
GO:0005092,GDP-dissociation inhibitor activity
GO:0005968,Rab-protein geranylgeranyltransferase complex
GO:2000541,positive regulation of protein geranylgeranylation
GO:0008974,phosphoribulokinase activity
GO:0097718,disordered domain specific binding
GO:0099080,supramolecular complex
GO:0005674,transcription factor TFIIF complex
GO:0032968,positive regulation of transcription elongation from RNA polymerase II promoter
GO:0060261,positive regulation of transcription initiation from RNA polymerase II promoter
GO:0016324,apical plasma membrane
GO:0009654,photosystem II oxygen evolving complex
GO:0045156,"electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity"
GO:0050684,regulation of mRNA processing
GO:0007143,female meiotic nuclear division
GO:0050502,cis-zeatin O-beta-D-glucosyltransferase activity
GO:0050403,trans-zeatin O-beta-D-glucosyltransferase activity
GO:0035251,UDP-glucosyltransferase activity
GO:0032432,actin filament bundle
GO:0051639,actin filament network formation
GO:0005884,actin filament
GO:0071482,cellular response to light stimulus
GO:0016987,sigma factor activity
GO:0006399,tRNA metabolic process
GO:2001141,regulation of RNA biosynthetic process
GO:2000142,"regulation of DNA-templated transcription, initiation"
GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation"
GO:0046975,histone methyltransferase activity (H3-K36 specific)
GO:0070544,histone H3-K36 demethylation
GO:0080188,RNA-directed DNA methylation
GO:0080113,regulation of seed growth
GO:0046620,regulation of organ growth
GO:0045165,cell fate commitment
GO:0010158,abaxial cell fate specification
GO:0004038,allantoinase activity
GO:0006995,cellular response to nitrogen starvation
GO:0009530,primary cell wall
GO:0010729,positive regulation of hydrogen peroxide biosynthetic process
GO:0001932,regulation of protein phosphorylation
GO:0052747,sinapyl alcohol dehydrogenase activity
GO:0045551,cinnamyl-alcohol dehydrogenase activity
GO:0006612,protein targeting to membrane
GO:0032509,endosome transport via multivesicular body sorting pathway
GO:0006094,gluconeogenesis
GO:0006096,glycolytic process
GO:0004332,fructose-bisphosphate aldolase activity
GO:0005740,mitochondrial envelope
GO:0030388,"fructose 1,6-bisphosphate metabolic process"
GO:0004693,cyclin-dependent protein serine/threonine kinase activity
GO:0008353,RNA polymerase II CTD heptapeptide repeat kinase activity
GO:0070816,phosphorylation of RNA polymerase II C-terminal domain
GO:1900865,chloroplast RNA modification
GO:0005798,Golgi-associated vesicle
GO:0016485,protein processing
GO:0007219,Notch signaling pathway
GO:0004347,glucose-6-phosphate isomerase activity
GO:0048029,monosaccharide binding
GO:0051156,glucose 6-phosphate metabolic process
GO:0004576,oligosaccharyl transferase activity
GO:0019827,stem cell population maintenance
GO:0010449,root meristem growth
GO:0003721,telomerase RNA reverse transcriptase activity
GO:0070034,telomerase RNA binding
GO:0051276,chromosome organization
GO:0003720,telomerase activity
GO:0050000,chromosome localization
GO:0000333,telomerase catalytic core complex
GO:0000213,tRNA-intron endonuclease activity
GO:0000379,tRNA-type intron splice site recognition and cleavage
GO:0000214,tRNA-intron endonuclease complex
GO:0051013,microtubule severing
GO:0008352,katanin complex
GO:0008568,microtubule-severing ATPase activity
GO:0015860,purine nucleoside transmembrane transport
GO:0015211,purine nucleoside transmembrane transporter activity
GO:0009833,plant-type primary cell wall biogenesis
GO:0016760,cellulose synthase (UDP-forming) activity
GO:0097502,mannosylation
GO:0051753,mannan synthase activity
GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay"
GO:0070966,"nuclear-transcribed mRNA catabolic process, no-go decay"
GO:0071025,RNA surveillance
GO:0032790,ribosome disassembly
GO:0070651,nonfunctional rRNA decay
GO:0034219,carbohydrate transmembrane transport
GO:0051119,sugar transmembrane transporter activity
GO:0018230,peptidyl-L-cysteine S-palmitoylation
GO:0019706,protein-cysteine S-palmitoyltransferase activity
GO:0016409,palmitoyltransferase activity
GO:0034515,proteasome storage granule
GO:0008540,"proteasome regulatory particle, base subcomplex"
GO:0042176,regulation of protein catabolic process
GO:0004476,mannose-6-phosphate isomerase activity
GO:0000032,cell wall mannoprotein biosynthetic process
GO:0046680,response to DDT
GO:0015931,nucleobase-containing compound transport
GO:1901264,carbohydrate derivative transport
GO:0008361,regulation of cell size
GO:0040029,"regulation of gene expression, epigenetic"
GO:0042054,histone methyltransferase activity
GO:0003999,adenine phosphoribosyltransferase activity
GO:0006168,adenine salvage
GO:0006166,purine ribonucleoside salvage
GO:0009690,cytokinin metabolic process
GO:0044209,AMP salvage
GO:0032869,cellular response to insulin stimulus
GO:0004743,pyruvate kinase activity
GO:0030955,potassium ion binding
GO:0006241,CTP biosynthetic process
GO:0003883,CTP synthase activity
GO:0044210,'de novo' CTP biosynthetic process
GO:0097268,cytoophidium
GO:0019856,pyrimidine nucleobase biosynthetic process
GO:1990298,bub1-bub3 complex
GO:0000777,condensed chromosome kinetochore
GO:0033597,mitotic checkpoint complex
GO:0007094,mitotic spindle assembly checkpoint
GO:0071230,cellular response to amino acid stimulus
GO:0008066,glutamate receptor activity
GO:0007267,cell-cell signaling
GO:0005262,calcium channel activity
GO:0004970,ionotropic glutamate receptor activity
GO:0015276,ligand-gated ion channel activity
GO:0035235,ionotropic glutamate receptor signaling pathway
GO:0010336,gibberellic acid homeostasis
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen"
GO:0080027,response to herbivore
GO:0015173,aromatic amino acid transmembrane transporter activity
GO:0046527,glucosyltransferase activity
GO:0005797,Golgi medial cisterna
GO:0052546,cell wall pectin metabolic process
GO:0005875,microtubule associated complex
GO:0036310,annealing helicase activity
GO:0000733,DNA strand renaturation
GO:0048478,replication fork protection
GO:0036292,DNA rewinding
GO:0043596,nuclear replication fork
GO:0015940,pantothenate biosynthetic process
GO:0003864,3-methyl-2-oxobutanoate hydroxymethyltransferase activity
GO:0043067,regulation of programmed cell death
GO:1903730,regulation of phosphatidate phosphatase activity
GO:0030422,production of siRNA involved in RNA interference
GO:0000380,"alternative mRNA splicing, via spliceosome"
GO:1902448,positive regulation of shade avoidance
GO:0090691,formation of plant organ boundary
GO:0010093,specification of floral organ identity
GO:0042127,regulation of cell population proliferation
GO:0045548,phenylalanine ammonia-lyase activity
GO:0009800,cinnamic acid biosynthetic process
GO:0016841,ammonia-lyase activity
GO:0006559,L-phenylalanine catabolic process
GO:0007263,nitric oxide mediated signal transduction
GO:0010208,pollen wall assembly
GO:0071836,nectar secretion
GO:0046524,sucrose-phosphate synthase activity
GO:0005986,sucrose biosynthetic process
GO:0019897,extrinsic component of plasma membrane
GO:0030307,positive regulation of cell growth
GO:0000727,double-strand break repair via break-induced replication
GO:0018107,peptidyl-threonine phosphorylation
GO:0006270,DNA replication initiation
GO:0015175,neutral amino acid transmembrane transporter activity
GO:0015172,acidic amino acid transmembrane transporter activity
GO:0015804,neutral amino acid transport
GO:0015810,aspartate transmembrane transport
GO:0015827,tryptophan transport
GO:0043967,histone H4 acetylation
GO:0032299,ribonuclease H2 complex
GO:0015114,phosphate ion transmembrane transporter activity
GO:0035435,phosphate ion transmembrane transport
GO:0004061,arylformamidase activity
GO:0019441,tryptophan catabolic process to kynurenine
GO:0019200,carbohydrate kinase activity
GO:0016773,"phosphotransferase activity, alcohol group as acceptor"
GO:0046835,carbohydrate phosphorylation
GO:0050225,pseudouridine kinase activity
GO:0006828,manganese ion transport
GO:0015086,cadmium ion transmembrane transporter activity
GO:0005384,manganese ion transmembrane transporter activity
GO:0010015,root morphogenesis
GO:0070574,cadmium ion transmembrane transport
GO:0051512,positive regulation of unidimensional cell growth
GO:0071287,cellular response to manganese ion
GO:0015743,malate transport
GO:0052543,callose deposition in cell wall
GO:0046939,nucleotide phosphorylation
GO:0042132,"fructose 1,6-bisphosphate 1-phosphatase activity"
GO:0006000,fructose metabolic process
GO:0006002,fructose 6-phosphate metabolic process
GO:0080024,indolebutyric acid metabolic process
GO:0004300,enoyl-CoA hydratase activity
GO:0004165,dodecenoyl-CoA delta-isomerase activity
GO:0080026,response to indolebutyric acid
GO:0006635,fatty acid beta-oxidation
GO:0009554,megasporogenesis
GO:0000122,negative regulation of transcription by RNA polymerase II
GO:0042023,DNA endoreduplication
GO:0017148,negative regulation of translation
GO:0030371,translation repressor activity
GO:0001078,GO_0001078
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
GO:0032784,"regulation of DNA-templated transcription, elongation"
GO:0032044,DSIF complex
GO:0010027,thylakoid membrane organization
GO:0001708,cell fate specification
GO:0048833,specification of floral organ number
GO:0031145,anaphase-promoting complex-dependent catabolic process
GO:0045842,positive regulation of mitotic metaphase/anaphase transition
GO:0005680,anaphase-promoting complex
GO:0007091,metaphase/anaphase transition of mitotic cell cycle
GO:0045039,protein insertion into mitochondrial inner membrane
GO:0042721,TIM22 mitochondrial import inner membrane insertion complex
GO:0008320,protein transmembrane transporter activity
GO:0030943,mitochondrion targeting sequence binding
GO:0055046,microgametogenesis
GO:0005762,mitochondrial large ribosomal subunit
GO:0032783,ELL-EAF complex
GO:0006574,valine catabolic process
GO:0008442,3-hydroxyisobutyrate dehydrogenase activity
GO:0009083,branched-chain amino acid catabolic process
GO:0005366,myo-inositol:proton symporter activity
GO:0015798,myo-inositol transport
GO:0047938,glucose-6-phosphate 1-epimerase activity
GO:0050734,hydroxycinnamoyltransferase activity
GO:0033494,ferulate metabolic process
GO:0005992,trehalose biosynthetic process
GO:0004805,trehalose-phosphatase activity
GO:0046507,UDPsulfoquinovose synthase activity
GO:0031407,oxylipin metabolic process
GO:0019825,oxygen binding
GO:0009978,allene oxide synthase activity
GO:0047987,hydroperoxide dehydratase activity
GO:0019373,epoxygenase P450 pathway
GO:0034693,U11/U12 snRNP
GO:0043068,positive regulation of programmed cell death
GO:0051127,positive regulation of actin nucleation
GO:0001872,(1->3)-beta-D-glucan binding
GO:0031314,extrinsic component of mitochondrial inner membrane
GO:0009916,alternative oxidase activity
GO:0038198,auxin receptor activity
GO:0045900,negative regulation of translational elongation
GO:0001077,GO_0001077
GO:0000226,microtubule cytoskeleton organization
GO:0000922,spindle pole
GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding
GO:0050302,indole-3-acetaldehyde oxidase activity
GO:0009852,auxin catabolic process
GO:0000306,extrinsic component of vacuolar membrane
GO:0010190,cytochrome b6f complex assembly
GO:0000285,1-phosphatidylinositol-3-phosphate 5-kinase activity
GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0031647,regulation of protein stability
GO:0031624,ubiquitin conjugating enzyme binding
GO:0004096,catalase activity
GO:0006024,glycosaminoglycan biosynthetic process
GO:0006065,UDP-glucuronate biosynthetic process
GO:0003979,UDP-glucose 6-dehydrogenase activity
GO:0008685,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity"
GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening
GO:0004535,poly(A)-specific ribonuclease activity
GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic"
GO:0004532,exoribonuclease activity
GO:0000175,3'-5'-exoribonuclease activity
GO:0009783,photosystem II antenna complex
GO:0071596,ubiquitin-dependent protein catabolic process via the N-end rule pathway
GO:1900368,regulation of RNA interference
GO:0001672,regulation of chromatin assembly or disassembly
GO:0004528,phosphodiesterase I activity
GO:0008311,double-stranded DNA 3'-5' exodeoxyribonuclease activity
GO:0033683,"nucleotide-excision repair, DNA incision"
GO:0010305,leaf vascular tissue pattern formation
GO:0047268,galactinol-raffinose galactosyltransferase activity
GO:0072659,protein localization to plasma membrane
GO:0006913,nucleocytoplasmic transport
GO:0017056,structural constituent of nuclear pore
GO:0006405,RNA export from nucleus
GO:0034398,telomere tethering at nuclear periphery
GO:0044614,nuclear pore cytoplasmic filaments
GO:0052623,ADP dimethylallyltransferase activity
GO:0009824,AMP dimethylallyltransferase activity
GO:0009691,cytokinin biosynthetic process
GO:0052622,ATP dimethylallyltransferase activity
GO:0052381,tRNA dimethylallyltransferase activity
GO:0000812,Swr1 complex
GO:0043044,ATP-dependent chromatin remodeling
GO:0016514,SWI/SNF complex
GO:0048863,stem cell differentiation
GO:0004301,epoxide hydrolase activity
GO:0019370,leukotriene biosynthetic process
GO:0016851,magnesium chelatase activity
GO:0010007,magnesium chelatase complex
GO:0045040,protein insertion into mitochondrial outer membrane
GO:0005744,TIM23 mitochondrial import inner membrane translocase complex
GO:0072542,protein phosphatase activator activity
GO:0031952,regulation of protein autophosphorylation
GO:0008266,poly(U) RNA binding
GO:2000377,regulation of reactive oxygen species metabolic process
GO:0009759,indole glucosinolate biosynthetic process
GO:0090342,regulation of cell aging
GO:0006555,methionine metabolic process
GO:0005179,hormone activity
GO:0051259,protein complex oligomerization
GO:0004129,cytochrome-c oxidase activity
GO:0006657,CDP-choline pathway
GO:0004142,diacylglycerol cholinephosphotransferase activity
GO:0004307,ethanolaminephosphotransferase activity
GO:0006656,phosphatidylcholine biosynthetic process
GO:0102966,arachidoyl-CoA:1-dodecanol O-acyltransferase activity
GO:0103095,GO_0103095
GO:0008374,O-acyltransferase activity
GO:0048544,recognition of pollen
GO:0004338,"glucan exo-1,3-beta-glucosidase activity"
GO:0010344,seed oilbody biogenesis
GO:0035312,5'-3' exodeoxyribonuclease activity
GO:0031848,protection from non-homologous end joining at telomere
GO:0036297,interstrand cross-link repair
GO:0016570,histone modification
GO:0016593,Cdc73/Paf1 complex
GO:0051568,histone H3-K4 methylation
GO:0034402,recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex
GO:0006782,protoporphyrinogen IX biosynthetic process
GO:0004853,uroporphyrinogen decarboxylase activity
GO:0009815,1-aminocyclopropane-1-carboxylate oxidase activity
GO:0009082,branched-chain amino acid biosynthetic process
GO:0004084,branched-chain-amino-acid transaminase activity
GO:0052654,L-leucine transaminase activity
GO:0052655,L-valine transaminase activity
GO:0052656,L-isoleucine transaminase activity
